Country Name,Continent,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Colombia,Asia,COL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,43000000,43128140,18457070,23842600,40889760,37068850,25000000,65000000,107000000,127000000,157137700,265000000,366000000,618000000,584000000,1023000000,674000000,319000000,203000000,576000000,500000000,456900000,728700000,959100000,1446497261,968368273.6,3111676590,5562216362,2828826262,1507907130,2436459923,2541942612,2133698124,1720493455,3115635874,10235417315,6750625311,8885764398,10564155796,8034746177,6429989613,14647048638,15039979139,16210419016,16168701715,11620532646,13857937721,13700880445,11298692774,13989154028,7458624984,9561335277,17182521350,17144522052
Comoros,Africa,COM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,1919999.9,,0,0,150000,0,0,0,0,7546566.717,3767051.259,3266400.378,393003.1038,2506163.334,-1446978.125,190704.7806,177714.24,889525.0177,,,,,,,,793243.7346,672560.3786,558865.8,778420.2139,7691947.289,4650574.157,13839598.17,8350406.722,23118440.54,10375197.46,,4684558.675,4936699.51,3569823.73,3919473.025,5672348.129,4300803.966,3875846.081,4024772.182,4128667.475,5352754.894
Cabo Verde,Africa,CPV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-8734.1784,2786140.595,597911.68,174023.2565,252601.2166,1744334.228,450471.753,3644068.127,2128443.354,26180647.12,28528007.74,11576610.74,6793745.394,53935025.35,34202238.38,9010186.206,14759046.68,39216510.81,67638273.8,80513541.33,131539968,191764359.2,210903689.3,126003552.2,116200563.6,102246382.2,128009964.8,89297444,180589795.4,96071472.84,126312006.1,111711633.7,103550532.6,122921295,67619883.92,91456883.26,122015529,158735894.9
Costa Rica,North America,CRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,26345009.9,22100000,25846010,37700000,46310009.9,69022010,61952010,62500000,48600000,43500000,52600000,69600000,28900000,60700000,55900000,69900000,61000000,80300000,122200000,101300000,162500000,178400000,226000000,246700000,297600000,336900000,426950000,409440000,614500000,619469212,723426415.3,621846413.2,723172624.8,774386239.8,1083718486,1528787464,1801002598,2241492021,2436112218,1614614468,1906923793,2733268840,2696295211,3205384977,3242149797,2955521681,2620435491,2924906991,3014543618,2719031329,2103003649,3592802258,3673404329,4687479758
Caribbean small states,North America,CSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,102278499.8,64416171.64,115079837.1,130280300.1,154647684.5,24029152.28,30565965.29,27129294.12,15006999.9,48143735.39,104688235.3,196422222.1,86583333.33,129683333.3,-10110980.48,50972085.38,-6890740.641,2948148.148,6327557.458,-100219628.6,199020690.2,193457179,306971111.1,243453225,320094685.2,455592268.7,329564632.2,539684425,519954926.7,610496131,828707353.9,767295927.5,842932500.9,914957837,1150850418,1619038588,2023514384,2200703257,2448311174,1826805058,1935681948,2089949787,2291296989,1651219272,1814826269,1824936805,1977620831,1481908236,2526206295,2995680334,2251362342,3396124608,1740006748,1037718513
Cuba,North America,CUB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,North America,CUW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70502234.64,69702234.64,-1508379.888,69296089.39,146435754.2,133083798.9,172681564.2,126924996.8,203230453.6,155743256.3,170912620.1,175616794.9,136602563.6
Cayman Islands,North America,CYM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,1830000,2540000,41009999.9,25719999.9,75109999.9,56549999.9,19559999.9,97120000,19930000,17520000,668240000,453980000,14279999.9,104739999.9,22430000,79459999.9,281553270,71287900,53293180,332672480,12515650,266015360,850591260,3807859050,3241551670,3854761830,8504608000,5983789000,-6024905000,6184165000,4457308000,5627597000,5598132000,6148919000,9870355000,4967722000,24859320400,31083828230,23268646790,19070902210,18018661440,71046342340,2684234739,2506466934,173644548.8,1080420249,6875780108,-807807825.1,-2919604163,20421626280
Cyprus,Asia,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,20199999.9,29600000,36399999.9,37200000,32399999.9,18100000,32399852.81,41409229.36,57026191.23,70533030.88,84973393.79,78304678.27,71520842.97,68357791.44,52686514.25,57954233.56,46319251.91,51964617.64,62147895.56,69749822.21,126615461.4,81820990.74,107441112.7,83432989.4,75174068.6,243136818.6,233749453.8,546519214.6,345398143.2,813054280.1,854874285.7,944742874,1103449726,908147518,1118841809,1161973511,1871897927,2294635571,12297296307,64632059145,31031904287,40445860585,69972767554,25966316071,51738978689,28960532080,8508203489,14406568776,-1110259659,52834747336,-26023544827,7723854390,480194908.4,-8942336964
Czechia,Europe,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654278424.7,878231739.7,2567564642,1435279128,1286492873,3700169388,6312596676,4987079129,5640707236,8496609036,2021275746,6423465151,13730164683,7132002408,13815656004,8815393022,5271613702,10167834375,4188736491,9433199805,7357578653,8088661930,1699914617,10850612308,11234740946,8324668391,10752120871,8515481808,12890950336,9143600295,8225354599
Germany,Europe,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,1103338755,1897270696,2102302343,2176992344,690496822.9,1321369938,949983808.6,1603458933,1732552304,-186573401.2,-415839559.6,468263695.1,997855446.9,590664407,531108429,1192024600,1620170657,-1508574621,5173426485,2556702846,4741546059,-2137482963,477658764.4,7517424677,12040789985,15590587107,18638428446,29525738646,86035665071,2.48E+11,56948542387,51268214891,65401516009,-20408419557,59835195025,87444159239,50847183837,30954735498,56701916795,86037502102,97535403953,65443087632,67199694459,17356720098,62418993509,58132711371,1.09E+11,1.62E+11,75463438451,1.77E+11,1.02E+11,62728998896,19515498092
Djibouti,Africa,DJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,400000,30000,160000,-30000,1980000,700000,170000,220000,20000,-60000,-50000,220000,230000,1230000,420000,600000,-130000,,2290106.403,2290106.403,1423579.656,1423579.656,3218527.917,3263542.294,3100365.179,3173513.541,3212901.12,3286049.482,3392958.626,3432346.206,14224542.96,38543559.85,22203341.19,108287709.4,195351140.3,227654582.2,96859684.56,36501032.52,79000230.7,109998255.7,286004467.7,152998238.8,143832186.4,159997974.4,164929862,170000000,174999015.3,158230011,166750130.8,187022847.6,137009451
Dominica,North America,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,0,80000,0,0,0,4799999.9,200000,200000,2300000,3000000,5185185.185,13518518.52,11925925.93,17196296.3,12888888.89,15222222.22,20411111.11,13200000,22600000,54092592.59,17800000,21114814.81,6511111.111,17955555.56,17530960.34,14634125.63,20055378.18,31342402.24,25775900.05,18910614.22,26177000.04,40388728.65,56214627.56,56770072.17,57125819.44,50468508.44,56319360.09,38680839.41,12346929.84,7160376.509,42264926.11,22677207.69,78283172.03,63039788.69,22837136,28338715.13,17653772.96,20691116.41
Denmark,Europe,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,104000000,125000000,164000000,212000000,240000000,266942015.5,-190295662.8,75799728.5,89464875.42,223893245.4,104119701,99454249.9,133850097.3,60130799.99,-15356842.12,111103417.6,163266341.1,84660817.12,503338112.9,1089565260,1132146350,1552515351,1017385349,1712766178,5006178362,4139423320,773444115.8,2791671359,6674661469,16847919226,36013297907,9286404806,4430703179,1184825160,-8804165491,12847031342,2385249288,11809448518,2191215666,3771059440,-11767861925,13558894634,-16349825685,680338945.9,6577348987,1842994663,7804020827,3607276300,8764023726,-3801733789,1294050740,16997286703,30820919526,4576876843
Dominican Republic,North America,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,71600000,65000000,43500000,34500000,53600000,63900000,60000000,71500000,63600000,17100000,92700000,79700000,-1400000,48200000,68500000,36200000,50000000,89000000,106100000,110000000,132800000,145000000,179700000,190700000,208100000,417400000,134200000,408700000,668900000,1344900000,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2516100000,3597900000,2744500000,2829200000,2460600000,3349700000,4050000000,4750500000
Algeria,Africa,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,80120000,600000,41490000,51000000,358000000,119000000,187000000,178452646.8,135152172.3,25692486.04,348669038.1,13207259.36,-53569192.64,417641.1628,802668.8741,397788.2971,5316528.378,3711537.9,13018265.02,12091646.8,334914.5642,11638686.45,1000,1000,1000,1000,1000,1000,1000000,7600000,13700000,9300000,98570000,28320630,245449810,1156000000,1841000000,1686736540,2638607034,2746930734,2300369124,2571237025,1500402453,1691886708,1502206171,-537792920.9,1638263954,1230243451,1466116068,1381200050,1143918160,869194073,240013321.3,1215776627
East Asia & Pacific (excluding high income),Asia,EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417482884.6,514955384.5,533905576.7,1023388711,1164907901,1873082206,1404340315,1001681449,1135772960,924555968.9,1376936767,2273131439,2402953612,2818960513,2837398519,2948205676,3115986509,3923247338,6738630060,8352613405,10202126609,12770416443,20858149579,37870811851,43519568694,48917305665,58556389852,63328489538,59493584253,53029860999,48074517015,52317750557,63353763447,68399890764,83212407553,1.29E+11,1.53E+11,1.94E+11,2.12E+11,1.56E+11,2.98E+11,3.37E+11,3.04E+11,3.62E+11,3.30E+11,3.06E+11,2.20E+11,2.40E+11,3.11E+11,2.61E+11,3.01E+11,4.35E+11,2.77E+11,1.15E+11
Early-demographic dividend,Global categories,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1914402865,1808573667,1117654873,1654247187,-1153401256,5340130964,1366345486,2294355143,3339114290,1990379983,397730711,12754228753,14991603285,8922933501,8873070126,5701590832,6451387070,3547341590,8503024878,8275108510,11768986412,15351241697,16502080492,16723388568,29347338058,33393471619,40675180345,57264478466,49677979231,60705000888,50731887798,57736235597,42183660352,38584824959,59038428214,1.00E+11,1.39E+11,1.74E+11,1.98E+11,1.27E+11,1.55E+11,1.74E+11,1.73E+11,2.06E+11,1.75E+11,2.08E+11,2.07E+11,2.07E+11,2.27E+11,2.07E+11,1.89E+11,2.67E+11,2.74E+11,2.13E+11
East Asia & Pacific,Asia,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1906973498,2243066837,2650359016,2014579663,3526963191,3396343572,3451126412,3025173435,4079689976,4786996830,5994729554,9003513279,8478001554,9088217943,6385573831,7361236504,13718329643,21167805534,25777793319,23722887551,86108230174,59712770319,56922265542,81550072701,1.02E+11,1.29E+11,1.06E+11,1.21E+11,99727831715,1.30E+11,1.76E+11,1.29E+11,1.16E+11,1.32E+11,2.04E+11,1.93E+11,2.88E+11,3.99E+11,3.92E+11,2.91E+11,5.06E+11,5.75E+11,5.26E+11,6.01E+11,6.41E+11,6.30E+11,5.37E+11,5.69E+11,6.11E+11,5.35E+11,5.98E+11,8.20E+11,7.18E+11,4.98E+11
Europe & Central Asia (excluding high income),Europe,ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,58000000,45000000,43000000,79000000,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,715000000,810000000,864000000,764400000,888286000,2719270000,3301635000,4736078000,5005883345,4416240127,4063675963,8959754845,7548033450,11075934383,17929942765,27579976010,42836330674,64137840295,66662497148,41668868634,36505992862,58330454371,49121364517,41017249156,36304311920,41182942958,50270829944,33635789430,30809071172,33933547645,25249049906,38030256700,32227157284,38384238788
Europe & Central Asia,Europe,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4502468280,6020436971,6617541587,9854035954,12799281521,10273246606,8273499392,12618809030,13854628515,17607056303,21045826582,16467838715,14710452956,15791206135,9970429000,16902908858,26305041187,39533396089,63558552469,80164206909,1.12E+11,87876987837,88607312630,87070880325,91288243927,1.50E+11,1.46E+11,1.84E+11,3.54E+11,6.01E+11,8.29E+11,4.60E+11,4.08E+11,3.69E+11,4.76E+11,1.02E+12,1.26E+12,1.99E+12,1.25E+12,7.45E+11,6.68E+11,1.09E+12,8.11E+11,7.64E+11,6.39E+11,1.14E+12,1.33E+12,9.30E+11,-1.55E+11,6.13E+11,2.94E+11,5.78E+11,2.46E+11,-4.30E+11
Ecuador,South America,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,88599999.9,162099999.9,80799999.9,52299999.9,76799999.9,95299999.9,-19900000,34500000,48600000,63400000,70000000,60000000,40000000,50000000,50000000,62000000,81000000,123000000,155000000,160000000,126000000,160000000,178000000,473720000,576330000,452480000,499680000,723950000,869980000,648410000,-23439367.91,538568575.2,783261009.6,871513414,836939593.9,493413835.5,271428852.5,193872526.9,1057404020,308629890.1,165893320.4,646084358.7,567417300.9,727081206.3,772389946.1,1322701337,764176868.1,630838412.3,1389282763,979383496.2,1106253901,648567150.9,880294803.5,383006348.5
"Egypt, Arab Rep.",Africa,EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,680000,2310000,30000,700000,130000,8000000,61000000,104777603.4,318166137.2,1216285716,548285715.1,752571429.6,293571429,490000000.7,729142857.6,1177571429,1217428571,947714285.7,1190000000,1250181818,734000000,253000000,459000000,493000000,1256000000,598000000,636000000,890550000,1076000000,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4612200000,6925200000,8106800000,7408700000,8141300000,9010100000,5851800000,5122300000,11399900000,9840600000
Euro area,Europe,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2687319466,3892857216,5017927466,6553991932,7696387691,6247329414,5074944909,7248983512,9372703584,10307935885,10484468783,9512933191,8274369140,9337466557,9314912358,9960639373,13220773735,23114251788,33951312059,45551979409,59803134146,51693722181,59494143169,52685579972,48260581357,79457766757,83755749743,84901597646,1.73E+11,3.45E+11,5.30E+11,3.26E+11,2.48E+11,2.51E+11,3.07E+11,6.38E+11,7.99E+11,1.39E+12,6.67E+11,5.30E+11,4.59E+11,8.44E+11,5.49E+11,6.11E+11,4.41E+11,8.08E+11,5.84E+11,5.57E+11,1.77E+11,3.86E+11,1.57E+11,5.13E+11,84247518552,-3.14E+11
Eritrea,Africa,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36669547.22,40797036.65,45493.27759,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Europe,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,222000000,202000000,268000000,390000000,358000000,682635310.6,477622019.9,607674770,1178156262,1396810449,1492697190,1706766879,1782685066,1622388936,1771829760,1967804468,3450598177,4570700793,7020568174,8428379549,13983611812,12492782829,13275723087,10808165173,8772628137,8281607345,9801379213,9433660065,15714658309,19628574140,40509751188,28909416991,39359708554,30744905691,25268192651,27007774843,32927841460,68229666915,74088629877,9549813317,36609340306,26832032515,20848479096,47143326585,31972292815,23777330434,44962670966,33577736759,63958429157,30322872791,37683095972,64626902394,65488854829,42953066298
Estonia,Europe,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82271988.64,168371544.6,218447607.2,206807479.4,165850731.4,274049611.9,595587942.5,325892789.4,416214286.8,592889580.2,338234260.4,1038244664,1086893435,3057558405,1758167636,3033145920,1977264597,1866296947,2592255115,1119148299,1787341527,1097942107,1781648554,-715465129.9,925762256.7,1735775304,1273932848,3113489502,3823194189,7554905496,1877817161,5350805152
Ethiopia,Africa,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,5845410.631,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,265111675.5,545257102.2,222000573,108537544,221459581.4,288271568.3,628624806,278562822.2,1343876024,1855052154,2626517918,4142937496,4017159565,3360419369,2548743427,2395799881,4259445795,3669991332,3262966284
European Union,Europe,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2899569469,4101957483,5247233595,6849955524,8012974186,6594486585,4895513547,7411236947,9556880497,10674298740,10849499997,9811504830,8777233646,9639295533,9617570869,10479696702,14482696248,23850125598,36143075340,48464549240,63028705224,61446161942,62781775222,62956261048,63879256307,1.10E+11,99617293184,1.10E+11,2.19E+11,4.43E+11,6.07E+11,3.70E+11,2.89E+11,2.74E+11,3.49E+11,7.35E+11,8.90E+11,1.58E+12,8.32E+11,5.67E+11,4.61E+11,9.02E+11,5.69E+11,6.24E+11,4.88E+11,8.38E+11,7.14E+11,6.04E+11,1.57E+11,5.35E+11,3.80E+11,6.83E+11,2.28E+11,-3.03E+11
Fragile and conflict affected situations,Global categories,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,688569999.6,694550000.1,265599984.5,341784999.6,96138874.41,435463580.5,82121246.69,114816658.9,-129582797.6,167764191.9,-1328336627,358918746.3,595042323.4,359910767.5,355433566,1230989560,124851458.3,847357444.5,813363384.6,2378058795,1428267656,3100979721,2002654659,2132109409,3542695548,2742822821,4131577808,8314864281,6995981741,5855063024,7946720793,6636070435,6585831270,10687453474,9732305846,23554646013,23338444879,39382660630,42781266195,31155028422,35161658165,41171870959,44786229233,31502736994,17170409092,21550791717,21357221185,22399357124,19160224408,19356112124,9898224677,26559125354,15060517683,13293554335
Finland,Europe,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,18000000,25000000,37000000,13000000,35000000,68270104.62,57984170.91,48060229.2,33797154.83,27528009.75,27949721.28,99646702.73,910574.1328,84470656.84,136184676.1,112511585.5,405308277.3,273394061.1,531741374.9,490175830.8,812172838.2,-232904201.9,396369713.7,863526070.9,277840045,1450710446,752969481.7,2454075989,12514915951,7797795099,13502068645,3224710300,8094575465,5965369887,6777097342,10867806671,4639183791,21980490454,19406654259,-8826315342,12221047445,-6008929966,4930356141,-4959133089,17544672687,17579437753,5228087259,16909619227,-10529085854,16280099519,-2535610877,23579233205,13095645413,-260116463.7
Fiji,Oceania,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,6400000,6500000,8500000,15699999.9,14300000,14100000,7330000,17100000,12190000,10170587.69,36334087.82,36249750.06,36827764.64,31946263.97,23314315.29,21672150.93,8032725.264,16159396.5,31602682.5,30606741.57,-30386755.88,-40188200.05,37791314.98,-3243015.356,-31281482.11,-22683100.26,-72186987.81,-60193603.13,20334035.18,-147083835.8,591375.1146,41301896.35,30672578.33,40310494.54,250597673.1,172951928.7,583975309.3,464230334.1,679220489.3,308373711,178091735.6,217158525.7,277313672,243782754,377869372.3,205373209.1,391619655.4,387602565.3,468861002.9,322282826.1,239380737.9,409894560.5,103581591.6,28976170
France,Europe,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,621212781.7,525655900,656666980.5,1125479247,1846644388,1563849883,977422843.6,1896159372,2471468400,2588309413,3282773278,2469631625,1585298782,1725670869,2397989219,2595492780,3255870956,5139716802,8489906284,10303924629,13183285335,15152742090,21839501253,20754044036,15797125295,23736300874,21971888803,23047924755,29518429032,45971216472,41389082665,50142053919,51550483854,42350800678,35608535813,85137061931,78957053786,83777598395,67997446905,18422928062,38889439213,44205811127,32944663318,33461592994,5063648998,43133325471,35623357280,43733253504,77493098693,53499337504,19368829836,98012545019,1.10E+11,8803377982
Faroe Islands,Europe,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",Oceania,FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20209300,,,,,,,,,
Gabon,Africa,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-700000,15699999.9,17399999.9,15900000,79599999.9,166900000,38700000,34899999.9,56546282.41,55048465.05,31522217.03,54575942.02,131738211.4,111844131.9,8124375.431,15091384.25,110249347.8,89806044.84,132550733.9,-30532121,73457901.59,-54589233.79,126940086.2,-113715590.7,-99602904,-195496960.3,-285112515.1,-114712203.8,132605754.2,89452781.63,278061232,-100615451,1160708.31,99666154.02,313970792,326161877.9,1379930,654808577.2,693511289,635674956.8,523939106.2,1123536919,677327365.5,324032442.4,1263109047,41707702.33,45300000,-83709000,-62928330,-33779110,,,,
United Kingdom,Europe,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1487998812,1771224349,1207963191,2722732320,4373743380,3318535790,3006207709,4426545754,3787370849,6469481160,10122844316,5879375698,5413259759,5178781726,-347322544.8,5476472897,8569621722,13074923702,26430921298,27108240789,41363405439,23244186242,23011210834,19686257927,19561337402,29129258041,32412668835,51311836384,1.10E+11,1.30E+11,1.64E+11,56090924809,89760582753,36011240473,87059621382,2.53E+11,2.04E+11,2.10E+11,2.53E+11,14547108445,66734551294,27012050072,46750789728,54473175400,58890445253,45333483122,3.25E+11,1.25E+11,-25055440307,19790761929,1.57E+11,5055966701,44897919401,-89439143375
Georgia,Asia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242500000,265300000,82300000,131466678.3,109871635.5,160398660.5,334891041.6,492732940,453107292,1171394522,1892093991,1602232456,660800885.3,920915812.7,1170087550,968196197.6,1046562195,1836879043,1735307119,1659824033,1930381395,1304024908,1397879177,544109653.9,1271256434,2286908992,2085707951
Ghana,Africa,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,67799999.9,30600000,11500000,14400000,14270000,70869955,-18260970,19217479.38,9696236.565,-2800000,15600000,16263752,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,,,,,,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177930,2714916344,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444,3192320531,3485333369,3254990000,2989035000,3879831470,1875782953,2533586462,1428411737,1319315615
Gibraltar,Europe,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,Africa,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,780000,1450000,870000,-700000,-1830000,630000,-520000,560000,-1310000,-400000,380000,700000,1110000,8400000,12850000,15680000,12330000,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,491270,78966000,,105000000,125000000,385900000,381880000,91030000,-101350000,956060000,605560000,190000,-73758603.66,53272458.42,1618447260,577590000,352760000,44400000,176350000,197610000,658300000,1307980000
"Gambia, The",Africa,GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,1700000,1700000,1399999.9,1200000,100000,900000,-560000,2104763.226,12364861.6,280000,2009878.342,270000,-400000,-1700000,-500000,-1990000,1525217.664,1177623.969,13713834.32,,9270433.339,6323269.186,10741221.68,9716366.67,7729249.072,10655113.98,11666476.04,,,,,,18272720.34,55526319.44,53650280.02,82208102.59,78094820.96,70792382.32,39447343.71,37140887.81,36077136.08,41183457.77,68340322.38,23014092.04,71976051.7,69830172.21,64338516.04,81805006.6,71083305.87,189576190.8,251822628.8,231488000,208372222.2
Guinea-Bissau,Africa,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-130000,,40000,,230000,,,0,0,2290000,1439999.9,820000,120000,680000,470000,,,,,,,977420,,,,,395613.5963,3545253.689,4005503.687,1915633.352,8692468.09,17887123.56,18770117.49,6630074.028,18890200,26240200,25024047.39,6624917.193,19639703.8,28852727.69,18575499.45,23998591.37,15691197.95,20563818.22,71658680.34,20989721.61,18529723.35,21658003.84,257470
Equatorial Guinea,Africa,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-20000,,,-180000,450000,520000,2169999.9,2439999.9,5629999.9,1679999.9,500000,890258.9696,11073778.66,41324758.93,6018320.158,22301675.64,16995533.49,126924170.7,376180404.2,,,,,,,,,,,,,,,,,,,1266380,27659200,-26873020,-208841010,166025210,16501440,225183210,-687760,
Greece,Europe,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,50000000,42000000,55000000,62000000,67000000,24000000,305000000,387000000,428000000,613000000,672000000,520000000,436000000,439000000,485000000,447000000,471000000,683000000,907000000,752000000,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,-275600000,82701091.42,-8195469.288,2001266.562,34180546.54,1408086699,2147927927,688484256.6,5411403362,1957124444,5733447473,2766296835,532926980.5,1092191388,1662090330,2945271845,2697339246,1268938506,2698544612,3439131880,4025447789,4999635990,3303648833,6132475888,7947989003,4722066764
Grenada,North America,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-100000,1400000,0,0,0,1900000,2500000,2800000,4111111.111,4481481.481,14722222.22,14981481.48,10481481.48,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,57489395.58,89573443.43,77853769.58,99087992.45,126368484.2,81610825.36,102721704.3,165223965,144428158.5,108699954.4,55654134.82,85923082.65,49813748.83,130377747.9,83736824.36,154268835.2,109416203.8,153278369.8,185990696.4,208615795.7,141277504.9,152223567.2,156234559.3,163816991.1
