Country Name,Continent,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bhutan,Asia,BTN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6122702.143,73855769.76,3144001.019,18299707.23,75274009.03,31141614.86,24380673.57,20433631.07,23534931.75,6450953.85,11884162.35,-16553759.95,2649454.311,13011377.29,-2786960.89,6783112.488,8402097.146,11916048.29
Botswana,Africa,BWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,70000.0,-38268702.25,11270002.83,12233365.11,40813517.29,127851715.1,111550709.4,88438639.82,21074900.89,23793769.12,62154696.15,53611787.59,70404390.66,113583514.2,39921524.13,42186013.02,95889963.04,-8211493.783,-1564184.906,-286949434.1,-14154569.01,70413220.76,71182310.71,100109748.7,95318134.92,36675065.78,57171341.35,30680571.21,407997392.5,418040676.1,390889251.9,420854175.0,486913109.1,494634226.2,520917902.3,208699298.2,218379837.6,293208060.5,146084155.2,67136806.16,515184471.0,378554181.5,142522598.3,260575129.4,285955061.9,93607130.03,31792610.41,-319055857.6,709624140.4,665417580.1
Central African Republic,Africa,CAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1200000.0,700000.0,1500000.0,-200000.0,5799999.9,5599999.9,3700000.0,-2845168.071,6084486.344,22757439.74,5343631.085,5781443.352,9153812.428,4469041.686,5149252.034,2991566.436,8160415.318,11898718.65,-3827452.803,1285233.02,697850.0651,-4874038.732,-10676567.96,-9980132.279,3602275.009,1424430.0,1489580.0,173040.0,301720.0,6500.0,,,1290.0,,,,,,,,,,,,,,,,,,,,,
Canada,North America,CAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1827117680.0,2273318428.0,2110873961.0,3184571501.0,3723538435.0,3386183403.0,2450721216.0,3371826624.0,3740191708.0,5307737031.0,5813268735.0,663720808.3,90061244.11,4618560062.0,5675261449.0,1256760214.0,2709677621.0,8597306054.0,7196400040.0,7171648940.0,8401707941.0,3514220103.0,7018240063.0,4178460317.0,9541029102.0,13657593613.0,8817677647.0,15182400422.0,24979208298.0,27456044687.0,68303350856.0,28391098831.0,24486425377.0,7011792709.0,1452416545.0,25552226941.0,64302303097.0,120000000000.0,70119614333.0,20951090410.0,29714744325.0,38338330427.0,49368985104.0,67027866778.0,64174605786.0,59986208237.0,34201872161.0,25357801000.0,42603762049.0,48942300762.0,29123011879.0,59125104307.0,49984660122.0,47745201181.0
Central Europe and the Baltics,Europe,CEB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,0.0,0.0,0.0,0.0,0.0,6000000.0,5000000.0,25000000.0,30000000.0,10000000.0,18000000.0,14000000.0,16000000.0,28000000.0,15000000.0,16000000.0,12000000.0,15000000.0,11000000.0,111000000.0,1849041210.0,2499640712.0,5563094009.0,5377514695.0,12558106072.0,11262472731.0,14298828887.0,19665293910.0,22103118135.0,23562956308.0,21625801493.0,26481834433.0,20414105078.0,43043918533.0,74726630916.0,81628100566.0,153000000000.0,138000000000.0,30444672817.0,21282742016.0,50153510101.0,39375483160.0,15731078031.0,53836855850.0,23462819796.0,116000000000.0,30937237489.0,-18812850495.0,154000000000.0,213000000000.0,122000000000.0,81814019005.0,-1592979097.0
Switzerland,Europe,CHE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,642643620.5,777125995.9,1267334792.0,2122388475.0,2320291937.0,405248411.1,2497180494.0,5544796310.0,2838789161.0,1128487634.0,1706937974.0,3682699145.0,4158247960.0,4880219416.0,8391921106.0,11345529735.0,14541329308.0,23080879763.0,9765012889.0,8258050580.0,19721053893.0,7102294153.0,2664910821.0,53760772986.0,48688296543.0,2990936685.0,47658570355.0,17670735603.0,20764483835.0,39943494322.0,-24926465857.0,21003091522.0,119000000000.0,167000000000.0,143000000000.0,-160000000000.0,8774913614.0,-241000000000.0,-117000000000.0,-10988929764.0,-52637267567.0
Chile,South America,CHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12330000.0,-18969999.9,-1100000.0,-4799999.9,2310000.0,50000000.0,-1000000.0,21000000.0,181000000.0,244000000.0,213000000.0,383000000.0,401000000.0,135000000.0,78000000.0,144300000.0,315500000.0,890500000.0,967900000.0,1283500000.0,661200000.0,822700000.0,936100000.0,1034300000.0,2582100000.0,2957000000.0,4814616000.0,5271400000.0,4627817978.0,8761016218.0,4860015668.0,4199763049.0,2549923142.0,3485728422.0,4968731408.0,5990831829.0,4755333483.0,10545224588.0,18811777951.0,12750321999.0,14849443157.0,26369463389.0,31801970676.0,21120756844.0,25527831849.0,17766285629.0,11362832162.0,5237183518.0,7942631935.0,13579090979.0,11447397289.0,15176902319.0,18236599109.0,21737835925.0
China,Asia,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,80000.0,57000000.0,265000000.0,430000000.0,636000000.0,1258000000.0,1659000000.0,1875000000.0,2314000000.0,3194000000.0,3393000000.0,3487000000.0,4366000000.0,11156000000.0,27515000000.0,33787000000.0,35849200000.0,40180000000.0,45439000000.0,45644000000.0,41014000000.0,42095300000.0,47053000000.0,53073618897.0,57900937467.0,68117272181.0,104000000000.0,124000000000.0,156000000000.0,172000000000.0,131000000000.0,244000000000.0,280000000000.0,241000000000.0,291000000000.0,268000000000.0,242000000000.0,175000000000.0,166000000000.0,235000000000.0,187000000000.0,253000000000.0,344000000000.0,190000000000.0,42727679407.0
Cote d'Ivoire,Africa,CIV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,30699999.9,15699999.9,18699999.9,51000000.0,32600000.0,69060000.0,44780000.0,14650000.0,83310000.0,74750000.0,94659999.9,32750000.0,47469999.9,37530000.0,21739999.9,29160000.0,70750000.0,87510000.0,51700000.0,18489999.9,,,,,1472350.0,7008540.0,390970.0,49414450.0,-28876650.0,6348880.0,7872260.0,-5179240.0,-4203160.0,23163640.0,-25513950.0,349059586.5,350964618.6,443801751.4,468377743.9,397624744.3,358468317.3,301972462.5,330255520.7,407592122.1,439356961.2,494408755.8,577871524.2,975014998.8,620330654.4,848881139.4,712915894.5,1392435143.0,1599115749.0,214905250.0
Cameroon,Africa,CMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,16000000.0,1700000.0,3299999.9,3100000.0,21600000.0,27100000.0,16399999.9,8710528.859,40548470.54,62099933.68,129827990.0,135391025.4,111440362.7,213821207.6,17667655.87,316229050.2,-90700157.51,115925994.9,92362479.48,-85734446.55,-112831336.8,-14498049.75,29203775.78,5120733.123,3674320.509,15105727.29,104417058.4,149614497.8,55231294.16,35009801.84,159708006.2,-11668387.38,505256043.3,334888535.9,67984855.64,243601636.5,59122291.34,189581294.6,20995513.74,746276649.0,536265313.2,653266626.6,527363935.6,547404749.8,725854540.9,694336734.9,663893595.2,814458940.9,765092012.8,1024779238.0,675186993.7,963531503.5,925681548.6,-109133290.0
"Congo, Dem. Rep.",Africa,COD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6429999.9,5740000.0,10470000.0,17719999.9,51979999.9,9119999.9,238430000.0,18190000.0,97680000.0,143849999.9,109620000.0,69629999.9,-2370000.0,-192789999.9,-32450000.0,69189999.9,5549999.9,-55079999.9,-3939999.9,-6110000.0,,,,882890.0,10.0,200340.0,19348090.0,17188960.0,-1222670.0,-1065390.0,-1800000.0,900000.0,21990660.0,23431560.0,7565530.0,180000000.0,256100000.0,1808000000.0,1726800000.0,-243200000.0,2742300000.0,1596024304.0,2891607809.0,1697585831.0,1499572152.0,1165720010.0,932374669.4,1047979483.0,1407563588.0,1350994226.0,1498084808.0,1677673790.0,1409373842.0,2375258887.0
"Congo, Rep.",Africa,COG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5099999.9,48700000.0,66299999.9,68299999.9,46100000.0,15400000.0,2379999.9,1986323.6,4050415.527,16481632.66,40032269.02,30842951.46,35349296.93,56079518.98,34948545.69,12689672.8,22439698.31,43448956.41,9095236.529,-7125213.1,3793000.0,1309000.0,1208000.0,1129000.0,-912000.0,112782084.6,62427618.58,-49200799.91,-169664715.5,-68298651.84,-98141674.35,-135479673.0,200095651.5,220038914.2,88557997.22,801314933.9,1489015781.0,1424251936.0,1947972913.0,1189051286.0,1522228646.0,298678855.1,-69249948.22,1878859499.0,2891102397.0,4279839199.0,50608700.35,44933600.0,13614870.0,-1427679257.0,-1983178867.0,-320209517.7,24909590.0,26364470.0
Colombia,Asia,COL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,43000000.0,43128140.0,18457070.0,23842600.0,40889760.0,37068850.0,25000000.0,65000000.0,107000000.0,127000000.0,157137700.0,265000000.0,366000000.0,618000000.0,584000000.0,1023000000.0,674000000.0,319000000.0,203000000.0,576000000.0,500000000.0,456900000.0,728700000.0,959100000.0,1446497261.0,968368273.6,3111676590.0,5562216362.0,2828826262.0,1507907130.0,2436459923.0,2541942612.0,2133698124.0,1720493455.0,3115635874.0,10235417315.0,6750625311.0,8885764398.0,10564155796.0,8034746177.0,6429989613.0,14647048638.0,15039979139.0,16210419016.0,16168701715.0,11620532646.0,13857937721.0,13700880445.0,11298692774.0,13989154028.0,7458624984.0,9561335277.0,17182521350.0,17144522052.0
Comoros,Africa,COM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,1919999.9,,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,7546566.717,3767051.259,3266400.378,393003.1038,2506163.334,-1446978.125,190704.7806,177714.24,889525.0177,,,,,,,,793243.7346,672560.3786,558865.8,778420.2139,7691947.289,4650574.157,13839598.17,8350406.722,23118440.54,10375197.46,,4684558.675,4936699.51,3569823.73,3919473.025,5672348.129,4300803.966,3875846.081,4024772.182,4128667.475,5352754.894
Cabo Verde,Africa,CPV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8734.1784,2786140.595,597911.68,174023.2565,252601.2166,1744334.228,450471.753,3644068.127,2128443.354,26180647.12,28528007.74,11576610.74,6793745.394,53935025.35,34202238.38,9010186.206,14759046.68,39216510.81,67638273.8,80513541.33,131539968.0,191764359.2,210903689.3,126003552.2,116200563.6,102246382.2,128009964.8,89297444.0,180589795.4,96071472.84,126312006.1,111711633.7,103550532.6,122921295.0,67619883.92,91456883.26,122015529.0,158735894.9
Costa Rica,North America,CRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,26345009.9,22100000.0,25846010.0,37700000.0,46310009.9,69022010.0,61952010.0,62500000.0,48600000.0,43500000.0,52600000.0,69600000.0,28900000.0,60700000.0,55900000.0,69900000.0,61000000.0,80300000.0,122200000.0,101300000.0,162500000.0,178400000.0,226000000.0,246700000.0,297600000.0,336900000.0,426950000.0,409440000.0,614500000.0,619469212.0,723426415.3,621846413.2,723172624.8,774386239.8,1083718486.0,1528787464.0,1801002598.0,2241492021.0,2436112218.0,1614614468.0,1906923793.0,2733268840.0,2696295211.0,3205384977.0,3242149797.0,2955521681.0,2620435491.0,2924906991.0,3014543618.0,2719031329.0,2103003649.0,3592802258.0,3673404329.0,4687479758.0
Caribbean small states,North America,CSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,102278499.8,64416171.64,115079837.1,130280300.1,154647684.5,24029152.28,30565965.29,27129294.12,15006999.9,48143735.39,104688235.3,196422222.1,86583333.33,129683333.3,-10110980.48,50972085.38,-6890740.641,2948148.148,6327557.458,-100219628.6,199020690.2,193457179.0,306971111.1,243453225.0,320094685.2,455592268.7,329564632.2,539684425.0,519954926.7,610496131.0,828707353.9,767295927.5,842932500.9,914957837.0,1150850418.0,1619038588.0,2023514384.0,2200703257.0,2448311174.0,1826805058.0,1935681948.0,2089949787.0,2291296989.0,1651219272.0,1814826269.0,1824936805.0,1977620831.0,1481908236.0,2526206295.0,2995680334.0,2251362342.0,3396124608.0,1740006748.0,1037718513.0
Curacao,North America,CUW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70502234.64,69702234.64,-1508379.888,69296089.39,146435754.2,133083798.9,172681564.2,126924996.8,203230453.6,155743256.3,170912620.1,175616794.9,136602563.6
Cayman Islands,North America,CYM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,1830000.0,2540000.0,41009999.9,25719999.9,75109999.9,56549999.9,19559999.9,97120000.0,19930000.0,17520000.0,668240000.0,453980000.0,14279999.9,104739999.9,22430000.0,79459999.9,281553270.0,71287900.0,53293180.0,332672480.0,12515650.0,266015360.0,850591260.0,3807859050.0,3241551670.0,3854761830.0,8504608000.0,5983789000.0,-6024905000.0,6184165000.0,4457308000.0,5627597000.0,5598132000.0,6148919000.0,9870355000.0,4967722000.0,24859320400.0,31083828230.0,23268646790.0,19070902210.0,18018661440.0,71046342340.0,2684234739.0,2506466934.0,173644548.8,1080420249.0,6875780108.0,-807807825.1,-2919604163.0,20421626280.0
Cyprus,Asia,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20199999.9,29600000.0,36399999.9,37200000.0,32399999.9,18100000.0,32399852.81,41409229.36,57026191.23,70533030.88,84973393.79,78304678.27,71520842.97,68357791.44,52686514.25,57954233.56,46319251.91,51964617.64,62147895.56,69749822.21,126615461.4,81820990.74,107441112.7,83432989.4,75174068.6,243136818.6,233749453.8,546519214.6,345398143.2,813054280.1,854874285.7,944742874.0,1103449726.0,908147518.0,1118841809.0,1161973511.0,1871897927.0,2294635571.0,12297296307.0,64632059145.0,31031904287.0,40445860585.0,69972767554.0,25966316071.0,51738978689.0,28960532080.0,8508203489.0,14406568776.0,-1110259659.0,52834747336.0,-26023544827.0,7723854390.0,480194908.4,-8942336964.0
Czechia,Europe,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,654278424.7,878231739.7,2567564642.0,1435279128.0,1286492873.0,3700169388.0,6312596676.0,4987079129.0,5640707236.0,8496609036.0,2021275746.0,6423465151.0,13730164683.0,7132002408.0,13815656004.0,8815393022.0,5271613702.0,10167834375.0,4188736491.0,9433199805.0,7357578653.0,8088661930.0,1699914617.0,10850612308.0,11234740946.0,8324668391.0,10752120871.0,8515481808.0,12890950336.0,9143600295.0,8225354599.0
Germany,Europe,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,1103338755.0,1897270696.0,2102302343.0,2176992344.0,690496822.9,1321369938.0,949983808.6,1603458933.0,1732552304.0,-186573401.2,-415839559.6,468263695.1,997855446.9,590664407.0,531108429.0,1192024600.0,1620170657.0,-1508574621.0,5173426485.0,2556702846.0,4741546059.0,-2137482963.0,477658764.4,7517424677.0,12040789985.0,15590587107.0,18638428446.0,29525738646.0,86035665071.0,248000000000.0,56948542387.0,51268214891.0,65401516009.0,-20408419557.0,59835195025.0,87444159239.0,50847183837.0,30954735498.0,56701916795.0,86037502102.0,97535403953.0,65443087632.0,67199694459.0,17356720098.0,62418993509.0,58132711371.0,109000000000.0,162000000000.0,75463438451.0,177000000000.0,102000000000.0,62728998896.0,19515498092.0
Djibouti,Africa,DJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,400000.0,30000.0,160000.0,-30000.0,1980000.0,700000.0,170000.0,220000.0,20000.0,-60000.0,-50000.0,220000.0,230000.0,1230000.0,420000.0,600000.0,-130000.0,,2290106.403,2290106.403,1423579.656,1423579.656,3218527.917,3263542.294,3100365.179,3173513.541,3212901.12,3286049.482,3392958.626,3432346.206,14224542.96,38543559.85,22203341.19,108287709.4,195351140.3,227654582.2,96859684.56,36501032.52,79000230.7,109998255.7,286004467.7,152998238.8,143832186.4,159997974.4,164929862.0,170000000.0,174999015.3,158230011.0,166750130.8,187022847.6,137009451.0
Dominica,North America,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,0.0,80000.0,0.0,0.0,0.0,4799999.9,200000.0,200000.0,2300000.0,3000000.0,5185185.185,13518518.52,11925925.93,17196296.3,12888888.89,15222222.22,20411111.11,13200000.0,22600000.0,54092592.59,17800000.0,21114814.81,6511111.111,17955555.56,17530960.34,14634125.63,20055378.18,31342402.24,25775900.05,18910614.22,26177000.04,40388728.65,56214627.56,56770072.17,57125819.44,50468508.44,56319360.09,38680839.41,12346929.84,7160376.509,42264926.11,22677207.69,78283172.03,63039788.69,22837136.0,28338715.13,17653772.96,20691116.41
Denmark,Europe,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,104000000.0,125000000.0,164000000.0,212000000.0,240000000.0,266942015.5,-190295662.8,75799728.5,89464875.42,223893245.4,104119701.0,99454249.9,133850097.3,60130799.99,-15356842.12,111103417.6,163266341.1,84660817.12,503338112.9,1089565260.0,1132146350.0,1552515351.0,1017385349.0,1712766178.0,5006178362.0,4139423320.0,773444115.8,2791671359.0,6674661469.0,16847919226.0,36013297907.0,9286404806.0,4430703179.0,1184825160.0,-8804165491.0,12847031342.0,2385249288.0,11809448518.0,2191215666.0,3771059440.0,-11767861925.0,13558894634.0,-16349825685.0,680338945.9,6577348987.0,1842994663.0,7804020827.0,3607276300.0,8764023726.0,-3801733789.0,1294050740.0,16997286703.0,30820919526.0,4576876843.0
Dominican Republic,North America,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,71600000.0,65000000.0,43500000.0,34500000.0,53600000.0,63900000.0,60000000.0,71500000.0,63600000.0,17100000.0,92700000.0,79700000.0,-1400000.0,48200000.0,68500000.0,36200000.0,50000000.0,89000000.0,106100000.0,110000000.0,132800000.0,145000000.0,179700000.0,190700000.0,208100000.0,417400000.0,134200000.0,408700000.0,668900000.0,1344900000.0,989000000.0,1087900000.0,926000000.0,616530000.0,934480000.0,1118400000.0,1528700000.0,2252900000.0,2728400000.0,1695300000.0,1820200000.0,2197500000.0,3415900000.0,1599900000.0,2385300000.0,2227300000.0,2516100000.0,3597900000.0,2744500000.0,2829200000.0,2460600000.0,3349700000.0,4050000000.0,4750500000.0
Algeria,Africa,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,80120000.0,600000.0,41490000.0,51000000.0,358000000.0,119000000.0,187000000.0,178452646.8,135152172.3,25692486.04,348669038.1,13207259.36,-53569192.64,417641.1628,802668.8741,397788.2971,5316528.378,3711537.9,13018265.02,12091646.8,334914.5642,11638686.45,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000000.0,7600000.0,13700000.0,9300000.0,98570000.0,28320630.0,245449810.0,1156000000.0,1841000000.0,1686736540.0,2638607034.0,2746930734.0,2300369124.0,2571237025.0,1500402453.0,1691886708.0,1502206171.0,-537792920.9,1638263954.0,1230243451.0,1466116068.0,1381200050.0,1143918160.0,869194073.0,240013321.3,1215776627.0
East Asia & Pacific (excluding high income),Asia,EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,417482884.6,514955384.5,533905576.7,1023388711.0,1164907901.0,1873082206.0,1404340315.0,1001681449.0,1135772960.0,924555968.9,1376936767.0,2273131439.0,2402953612.0,2818960513.0,2837398519.0,2948205676.0,3115986509.0,3923247338.0,6738630060.0,8352613405.0,10202126609.0,12770416443.0,20858149579.0,37870811851.0,43519568694.0,48917305665.0,58556389852.0,63328489538.0,59493584253.0,53029860999.0,48074517015.0,52317750557.0,63353763447.0,68399890764.0,83212407553.0,129000000000.0,153000000000.0,194000000000.0,212000000000.0,156000000000.0,298000000000.0,337000000000.0,304000000000.0,362000000000.0,330000000000.0,306000000000.0,220000000000.0,240000000000.0,311000000000.0,261000000000.0,301000000000.0,435000000000.0,277000000000.0,115000000000.0
Early-demographic dividend,Global categories,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1914402865.0,1808573667.0,1117654873.0,1654247187.0,-1153401256.0,5340130964.0,1366345486.0,2294355143.0,3339114290.0,1990379983.0,397730711.0,12754228753.0,14991603285.0,8922933501.0,8873070126.0,5701590832.0,6451387070.0,3547341590.0,8503024878.0,8275108510.0,11768986412.0,15351241697.0,16502080492.0,16723388568.0,29347338058.0,33393471619.0,40675180345.0,57264478466.0,49677979231.0,60705000888.0,50731887798.0,57736235597.0,42183660352.0,38584824959.0,59038428214.0,100000000000.0,139000000000.0,174000000000.0,198000000000.0,127000000000.0,155000000000.0,174000000000.0,173000000000.0,206000000000.0,175000000000.0,208000000000.0,207000000000.0,207000000000.0,227000000000.0,207000000000.0,189000000000.0,267000000000.0,274000000000.0,213000000000.0
East Asia & Pacific,Asia,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1906973498.0,2243066837.0,2650359016.0,2014579663.0,3526963191.0,3396343572.0,3451126412.0,3025173435.0,4079689976.0,4786996830.0,5994729554.0,9003513279.0,8478001554.0,9088217943.0,6385573831.0,7361236504.0,13718329643.0,21167805534.0,25777793319.0,23722887551.0,86108230174.0,59712770319.0,56922265542.0,81550072701.0,102000000000.0,129000000000.0,106000000000.0,121000000000.0,99727831715.0,130000000000.0,176000000000.0,129000000000.0,116000000000.0,132000000000.0,204000000000.0,193000000000.0,288000000000.0,399000000000.0,392000000000.0,291000000000.0,506000000000.0,575000000000.0,526000000000.0,601000000000.0,641000000000.0,630000000000.0,537000000000.0,569000000000.0,611000000000.0,535000000000.0,598000000000.0,820000000000.0,718000000000.0,498000000000.0
Europe & Central Asia (excluding high income),Europe,ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,58000000.0,45000000.0,43000000.0,79000000.0,64000000.0,114000000.0,10000000.0,27000000.0,34000000.0,75000000.0,18000000.0,95000000.0,55000000.0,46000000.0,113000000.0,99000000.0,125000000.0,115000000.0,354000000.0,663000000.0,715000000.0,810000000.0,864000000.0,764400000.0,888286000.0,2719270000.0,3301635000.0,4736078000.0,5005883345.0,4416240127.0,4063675963.0,8959754845.0,7548033450.0,11075934383.0,17929942765.0,27579976010.0,42836330674.0,64137840295.0,66662497148.0,41668868634.0,36505992862.0,58330454371.0,49121364517.0,41017249156.0,36304311920.0,41182942958.0,50270829944.0,33635789430.0,30809071172.0,33933547645.0,25249049906.0,38030256700.0,32227157284.0,38384238788.0
Europe & Central Asia,Europe,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4502468280.0,6020436971.0,6617541587.0,9854035954.0,12799281521.0,10273246606.0,8273499392.0,12618809030.0,13854628515.0,17607056303.0,21045826582.0,16467838715.0,14710452956.0,15791206135.0,9970429000.0,16902908858.0,26305041187.0,39533396089.0,63558552469.0,80164206909.0,112000000000.0,87876987837.0,88607312630.0,87070880325.0,91288243927.0,150000000000.0,146000000000.0,184000000000.0,354000000000.0,601000000000.0,829000000000.0,460000000000.0,408000000000.0,369000000000.0,476000000000.0,1020000000000.0,1260000000000.0,1990000000000.0,1250000000000.0,745000000000.0,668000000000.0,1090000000000.0,811000000000.0,764000000000.0,639000000000.0,1140000000000.0,1330000000000.0,930000000000.0,-155000000000.0,613000000000.0,294000000000.0,578000000000.0,246000000000.0,-430000000000.0
Ecuador,South America,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,88599999.9,162099999.9,80799999.9,52299999.9,76799999.9,95299999.9,-19900000.0,34500000.0,48600000.0,63400000.0,70000000.0,60000000.0,40000000.0,50000000.0,50000000.0,62000000.0,81000000.0,123000000.0,155000000.0,160000000.0,126000000.0,160000000.0,178000000.0,473720000.0,576330000.0,452480000.0,499680000.0,723950000.0,869980000.0,648410000.0,-23439367.91,538568575.2,783261009.6,871513414.0,836939593.9,493413835.5,271428852.5,193872526.9,1057404020.0,308629890.1,165893320.4,646084358.7,567417300.9,727081206.3,772389946.1,1322701337.0,764176868.1,630838412.3,1389282763.0,979383496.2,1106253901.0,648567150.9,880294803.5,383006348.5
"Egypt, Arab Rep.",Africa,EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,680000.0,2310000.0,30000.0,700000.0,130000.0,8000000.0,61000000.0,104777603.4,318166137.2,1216285716.0,548285715.1,752571429.6,293571429.0,490000000.7,729142857.6,1177571429.0,1217428571.0,947714285.7,1190000000.0,1250181818.0,734000000.0,253000000.0,459000000.0,493000000.0,1256000000.0,598000000.0,636000000.0,890550000.0,1076000000.0,1065300000.0,1235000000.0,509900000.0,646900000.0,237400000.0,1253300000.0,5375600000.0,10042800000.0,11578100000.0,9494600000.0,6711600000.0,6385600000.0,-482700000.0,2797700000.0,4192200000.0,4612200000.0,6925200000.0,8106800000.0,7408700000.0,8141300000.0,9010100000.0,5851800000.0,5122300000.0,11399900000.0,9840600000.0
Euro area,Europe,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2687319466.0,3892857216.0,5017927466.0,6553991932.0,7696387691.0,6247329414.0,5074944909.0,7248983512.0,9372703584.0,10307935885.0,10484468783.0,9512933191.0,8274369140.0,9337466557.0,9314912358.0,9960639373.0,13220773735.0,23114251788.0,33951312059.0,45551979409.0,59803134146.0,51693722181.0,59494143169.0,52685579972.0,48260581357.0,79457766757.0,83755749743.0,84901597646.0,173000000000.0,345000000000.0,530000000000.0,326000000000.0,248000000000.0,251000000000.0,307000000000.0,638000000000.0,799000000000.0,1390000000000.0,667000000000.0,530000000000.0,459000000000.0,844000000000.0,549000000000.0,611000000000.0,441000000000.0,808000000000.0,584000000000.0,557000000000.0,177000000000.0,386000000000.0,157000000000.0,513000000000.0,84247518552.0,-314000000000.0
Eritrea,Africa,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,36669547.22,40797036.65,45493.27759,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Europe,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,222000000.0,202000000.0,268000000.0,390000000.0,358000000.0,682635310.6,477622019.9,607674770.0,1178156262.0,1396810449.0,1492697190.0,1706766879.0,1782685066.0,1622388936.0,1771829760.0,1967804468.0,3450598177.0,4570700793.0,7020568174.0,8428379549.0,13983611812.0,12492782829.0,13275723087.0,10808165173.0,8772628137.0,8281607345.0,9801379213.0,9433660065.0,15714658309.0,19628574140.0,40509751188.0,28909416991.0,39359708554.0,30744905691.0,25268192651.0,27007774843.0,32927841460.0,68229666915.0,74088629877.0,9549813317.0,36609340306.0,26832032515.0,20848479096.0,47143326585.0,31972292815.0,23777330434.0,44962670966.0,33577736759.0,63958429157.0,30322872791.0,37683095972.0,64626902394.0,65488854829.0,42953066298.0
